geo,age,sex,citizen,acceptance_rate
Iceland,Less than 14 years,Males,Nigeria,0.1428571428571428
Iceland,Less than 14 years,Males,Palestine*,0.6
Iceland,Less than 14 years,Males,Somalia,0.25
Iceland,Less than 14 years,Males,Syria,0.75
Iceland,Less than 14 years,Males,Total,0.3368421052631579
Iceland,Less than 14 years,Males,Venezuela,0.320754716981132
Iceland,Less than 18 years,Females,Afghanistan,1.0
Iceland,Less than 18 years,Females,Albania,0.0
Iceland,Less than 18 years,Females,Chile,0.0
Iceland,Less than 18 years,Females,Colombia,0.0
Iceland,Less than 18 years,Females,Honduras,1.0
Iceland,Less than 18 years,Females,Iran,0.5
Iceland,Less than 18 years,Females,Iraq,0.0
Iceland,Less than 18 years,Females,Jordan,0.0
Iceland,Less than 18 years,Females,Libya,0.0
Iceland,Less than 18 years,Females,Nigeria,0.0
Iceland,Less than 18 years,Females,Palestine*,0.75
Iceland,Less than 18 years,Females,Somalia,0.0
Iceland,Less than 18 years,Females,Syria,0.5
Iceland,Less than 18 years,Females,Total,0.3333333333333333
Iceland,Less than 18 years,Females,Ukraine,1.0
Iceland,Less than 18 years,Females,Venezuela,0.3066666666666666
Iceland,Less than 18 years,Males,Afghanistan,0.8
Iceland,Less than 18 years,Males,Albania,0.0
Iceland,Less than 18 years,Males,Chile,0.0
Iceland,Less than 18 years,Males,Colombia,0.0
Iceland,Less than 18 years,Males,Iran,1.0
Iceland,Less than 18 years,Males,Iraq,0.0
Iceland,Less than 18 years,Males,Libya,0.0
Iceland,Less than 18 years,Males,Nigeria,0.125
Iceland,Less than 18 years,Males,Palestine*,0.6666666666666666
Iceland,Less than 18 years,Males,Somalia,0.3333333333333333
Iceland,Less than 18 years,Males,Syria,0.75
Iceland,Less than 18 years,Males,Total,0.3925925925925926
Iceland,Less than 18 years,Males,Ukraine,1.0
Iceland,Less than 18 years,Males,Venezuela,0.3285714285714285
Ireland,65 years or over,Females,Afghanistan,1.0
Ireland,65 years or over,Females,Nigeria,1.0
Ireland,65 years or over,Females,Pakistan,1.0
Ireland,65 years or over,Females,Sudan,1.0
Ireland,65 years or over,Females,Syria,1.0
Ireland,65 years or over,Females,Total,0.8095238095238095
Ireland,65 years or over,Females,Ukraine,1.0
Ireland,65 years or over,Males,Sudan,1.0
Ireland,65 years or over,Males,Total,0.8333333333333334
Ireland,65 years or over,Males,Ukraine,1.0
Ireland,From 14 to 17 years,Females,Afghanistan,0.3333333333333333
Ireland,From 14 to 17 years,Females,Brazil,1.0
Ireland,From 14 to 17 years,Females,Democratic Republic of the Congo,1.0
Ireland,From 14 to 17 years,Females,El Salvador,1.0
Ireland,From 14 to 17 years,Females,Georgia,0.75
Ireland,From 14 to 17 years,Females,Iraq,1.0
Ireland,From 14 to 17 years,Females,Nicaragua,1.0
Ireland,From 14 to 17 years,Females,Nigeria,0.8
Ireland,From 14 to 17 years,Females,Pakistan,1.0
Ireland,From 14 to 17 years,Females,Sierra Leone,1.0
Ireland,From 14 to 17 years,Females,Somalia,1.0
Ireland,From 14 to 17 years,Females,South Africa,0.8
Ireland,From 14 to 17 years,Females,Sudan,1.0
Ireland,From 14 to 17 years,Females,Syria,1.0
Ireland,From 14 to 17 years,Females,Total,0.875
Ireland,From 14 to 17 years,Females,Ukraine,1.0
Ireland,From 14 to 17 years,Females,Zimbabwe,1.0
Ireland,From 14 to 17 years,Males,Afghanistan,0.9629629629629628
Ireland,From 14 to 17 years,Males,Albania,1.0
Ireland,From 14 to 17 years,Males,Botswana,1.0
Ireland,From 14 to 17 years,Males,Democratic Republic of the Congo,1.0
Ireland,From 14 to 17 years,Males,El Salvador,1.0
Ireland,From 14 to 17 years,Males,Eswatini,1.0
Ireland,From 14 to 17 years,Males,Georgia,1.0
Ireland,From 14 to 17 years,Males,Iraq,1.0
Ireland,From 14 to 17 years,Males,Nicaragua,1.0
Ireland,From 14 to 17 years,Males,Nigeria,1.0
Ireland,From 14 to 17 years,Males,Pakistan,1.0
Ireland,From 14 to 17 years,Males,Palestine*,1.0
Ireland,From 14 to 17 years,Males,Somalia,1.0
Ireland,From 14 to 17 years,Males,South Africa,0.8
Ireland,From 14 to 17 years,Males,Syria,1.0
Ireland,From 14 to 17 years,Males,Total,0.9310344827586208
Ireland,From 14 to 17 years,Males,Ukraine,1.0
Ireland,From 14 to 17 years,Males,Zimbabwe,0.8571428571428571
Ireland,From 18 to 34 years,Females,Afghanistan,0.8888888888888888
Ireland,From 18 to 34 years,Females,Albania,0.5625
Ireland,From 18 to 34 years,Females,Algeria,0.8888888888888888
Ireland,From 18 to 34 years,Females,Angola,1.0
Ireland,From 18 to 34 years,Females,Bangladesh,1.0
Ireland,From 18 to 34 years,Females,Belarus,1.0
Ireland,From 18 to 34 years,Females,Bolivia,0.6666666666666666
Ireland,From 18 to 34 years,Females,Botswana,0.8888888888888888
Ireland,From 18 to 34 years,Females,Brazil,0.625
Ireland,From 18 to 34 years,Females,Cameroon,1.0
Ireland,From 18 to 34 years,Females,China,0.5
Ireland,From 18 to 34 years,Females,Democratic Republic of the Congo,1.0
Ireland,From 18 to 34 years,Females,El Salvador,1.0
Ireland,From 18 to 34 years,Females,Eswatini,1.0
Ireland,From 18 to 34 years,Females,Ethiopia,1.0
Ireland,From 18 to 34 years,Females,Georgia,0.65625
Ireland,From 18 to 34 years,Females,Ghana,1.0
Ireland,From 18 to 34 years,Females,India,1.0
Ireland,From 18 to 34 years,Females,Iraq,0.6666666666666666
Ireland,From 18 to 34 years,Females,Jordan,1.0
Ireland,From 18 to 34 years,Females,Kenya,1.0
Ireland,From 18 to 34 years,Females,Kosovo*,1.0
Ireland,From 18 to 34 years,Females,Malawi,1.0
Ireland,From 18 to 34 years,Females,Morocco,0.6666666666666666
Ireland,From 18 to 34 years,Females,Nepal,1.0
Ireland,From 18 to 34 years,Females,Nicaragua,1.0
Ireland,From 18 to 34 years,Females,Nigeria,0.875
Ireland,From 18 to 34 years,Females,Pakistan,1.0
Ireland,From 18 to 34 years,Females,Palestine*,1.0
Ireland,From 18 to 34 years,Females,Saudi Arabia,1.0
Ireland,From 18 to 34 years,Females,Sierra Leone,1.0
Ireland,From 18 to 34 years,Females,Somalia,0.9924242424242424
Ireland,From 18 to 34 years,Females,South Africa,0.85
Ireland,From 18 to 34 years,Females,Sudan,1.0
Ireland,From 18 to 34 years,Females,Syria,0.875
Ireland,From 18 to 34 years,Females,Total,0.8913525498891353
Ireland,From 18 to 34 years,Females,Türkiye,1.0
Ireland,From 18 to 34 years,Females,Uganda,1.0
Ireland,From 18 to 34 years,Females,Ukraine,1.0
Ireland,From 18 to 34 years,Females,Venezuela,1.0
Ireland,From 18 to 34 years,Females,Viet Nam,1.0
Ireland,From 18 to 34 years,Females,Yemen,1.0
Ireland,From 18 to 34 years,Females,Zimbabwe,0.9285714285714286
Ireland,From 18 to 34 years,Males,Afghanistan,0.9477611940298508
Ireland,From 18 to 34 years,Males,Albania,0.217391304347826
Ireland,From 18 to 34 years,Males,Algeria,0.3396226415094339
Ireland,From 18 to 34 years,Males,Angola,1.0
Ireland,From 18 to 34 years,Males,Bangladesh,0.625
Ireland,From 18 to 34 years,Males,Bolivia,1.0
Ireland,From 18 to 34 years,Males,Botswana,1.0
Ireland,From 18 to 34 years,Males,Brazil,0.5
Ireland,From 18 to 34 years,Males,Cameroon,1.0
Ireland,From 18 to 34 years,Males,China,0.5
Ireland,From 18 to 34 years,Males,Democratic Republic of the Congo,1.0
Ireland,From 18 to 34 years,Males,Egypt,0.5454545454545454
Ireland,From 18 to 34 years,Males,El Salvador,0.9333333333333332
Ireland,From 18 to 34 years,Males,Eritrea,1.0
Ireland,From 18 to 34 years,Males,Eswatini,1.0
Ireland,From 18 to 34 years,Males,Ethiopia,1.0
Ireland,From 18 to 34 years,Males,Georgia,0.4057971014492754
Ireland,From 18 to 34 years,Males,Ghana,1.0
Ireland,From 18 to 34 years,Males,Guatemala,1.0
Ireland,From 18 to 34 years,Males,India,0.4285714285714285
Ireland,From 18 to 34 years,Males,Iran,0.75
Ireland,From 18 to 34 years,Males,Iraq,0.5555555555555556
Ireland,From 18 to 34 years,Males,Jordan,0.6666666666666666
Ireland,From 18 to 34 years,Males,Kenya,1.0
Ireland,From 18 to 34 years,Males,Kosovo*,0.6666666666666666
Ireland,From 18 to 34 years,Males,Lebanon,0.0
Ireland,From 18 to 34 years,Males,Libya,0.6666666666666666
Ireland,From 18 to 34 years,Males,Malawi,1.0
Ireland,From 18 to 34 years,Males,Malaysia,1.0
Ireland,From 18 to 34 years,Males,Mauritius,1.0
Ireland,From 18 to 34 years,Males,Mexico,1.0
Ireland,From 18 to 34 years,Males,Morocco,0.6666666666666666
Ireland,From 18 to 34 years,Males,Nepal,0.0
Ireland,From 18 to 34 years,Males,Nicaragua,1.0
Ireland,From 18 to 34 years,Males,Nigeria,0.782608695652174
Ireland,From 18 to 34 years,Males,Pakistan,0.4893617021276595
Ireland,From 18 to 34 years,Males,Palestine*,0.875
Ireland,From 18 to 34 years,Males,Russia,1.0
Ireland,From 18 to 34 years,Males,Sierra Leone,1.0
Ireland,From 18 to 34 years,Males,Somalia,0.9766081871345028
Ireland,From 18 to 34 years,Males,South Africa,0.7272727272727273
Ireland,From 18 to 34 years,Males,South Sudan,1.0
Ireland,From 18 to 34 years,Males,Sri Lanka,0.0
Ireland,From 18 to 34 years,Males,Sudan,1.0
Ireland,From 18 to 34 years,Males,Syria,0.8947368421052632
Ireland,From 18 to 34 years,Males,Togo,1.0
Ireland,From 18 to 34 years,Males,Total,0.7589743589743589
Ireland,From 18 to 34 years,Males,Tunisia,0.5
Ireland,From 18 to 34 years,Males,Türkiye,1.0
Ireland,From 18 to 34 years,Males,Uganda,1.0
Ireland,From 18 to 34 years,Males,Ukraine,1.0
Ireland,From 18 to 34 years,Males,Venezuela,1.0
Ireland,From 18 to 34 years,Males,Viet Nam,1.0
Ireland,From 18 to 34 years,Males,Yemen,1.0
Ireland,From 18 to 34 years,Males,Zimbabwe,0.9565217391304348
Ireland,From 18 to 34 years,Unknown,Total,0.0
Ireland,From 35 to 64 years,Females,Afghanistan,0.6666666666666666
Ireland,From 35 to 64 years,Females,Albania,0.6666666666666666
Ireland,From 35 to 64 years,Females,Algeria,0.75
Ireland,From 35 to 64 years,Females,Bangladesh,1.0
Ireland,From 35 to 64 years,Females,Bolivia,1.0
Ireland,From 35 to 64 years,Females,Botswana,0.875
Ireland,From 35 to 64 years,Females,Brazil,0.625
Ireland,From 35 to 64 years,Females,Cameroon,1.0
Ireland,From 35 to 64 years,Females,China,0.6666666666666666
Ireland,From 35 to 64 years,Females,Democratic Republic of the Congo,1.0
Ireland,From 35 to 64 years,Females,El Salvador,1.0
Ireland,From 35 to 64 years,Females,Eswatini,1.0
Ireland,From 35 to 64 years,Females,Ethiopia,1.0
Ireland,From 35 to 64 years,Females,Georgia,0.6666666666666666
Ireland,From 35 to 64 years,Females,Ghana,1.0
Ireland,From 35 to 64 years,Females,Guatemala,1.0
Ireland,From 35 to 64 years,Females,India,1.0
Ireland,From 35 to 64 years,Females,Iran,1.0
Ireland,From 35 to 64 years,Females,Iraq,1.0
Ireland,From 35 to 64 years,Females,Jordan,1.0
Ireland,From 35 to 64 years,Females,Kenya,1.0
Ireland,From 35 to 64 years,Females,Kosovo*,1.0
Ireland,From 35 to 64 years,Females,Malawi,1.0
Ireland,From 35 to 64 years,Females,Malaysia,1.0
Ireland,From 35 to 64 years,Females,Nicaragua,1.0
Ireland,From 35 to 64 years,Females,Nigeria,0.8571428571428571
Ireland,From 35 to 64 years,Females,Pakistan,1.0
Ireland,From 35 to 64 years,Females,Palestine*,1.0
Ireland,From 35 to 64 years,Females,Russia,1.0
Ireland,From 35 to 64 years,Females,Somalia,0.967741935483871
Ireland,From 35 to 64 years,Females,South Africa,0.7692307692307693
Ireland,From 35 to 64 years,Females,Sudan,1.0
Ireland,From 35 to 64 years,Females,Syria,1.0
Ireland,From 35 to 64 years,Females,Total,0.8467966573816156
Ireland,From 35 to 64 years,Females,Tunisia,1.0
Ireland,From 35 to 64 years,Females,Türkiye,1.0
Ireland,From 35 to 64 years,Females,Uganda,1.0
Ireland,From 35 to 64 years,Females,Ukraine,0.9090909090909092
Ireland,From 35 to 64 years,Females,Venezuela,1.0
Ireland,From 35 to 64 years,Females,Zimbabwe,0.8936170212765957
Ireland,From 35 to 64 years,Males,Afghanistan,0.9
Ireland,From 35 to 64 years,Males,Albania,0.3684210526315789
Ireland,From 35 to 64 years,Males,Algeria,0.4324324324324324
Ireland,From 35 to 64 years,Males,Angola,1.0
Ireland,From 35 to 64 years,Males,Bangladesh,0.6923076923076923
Ireland,From 35 to 64 years,Males,Belarus,1.0
Ireland,From 35 to 64 years,Males,Botswana,1.0
Ireland,From 35 to 64 years,Males,Brazil,0.3
Ireland,From 35 to 64 years,Males,Burundi,1.0
Ireland,From 35 to 64 years,Males,Cameroon,1.0
Ireland,From 35 to 64 years,Males,China,0.6666666666666666
Ireland,From 35 to 64 years,Males,Côte d’Ivoire,1.0
Ireland,From 35 to 64 years,Males,Democratic Republic of the Congo,1.0
Ireland,From 35 to 64 years,Males,Egypt,0.6
Ireland,From 35 to 64 years,Males,El Salvador,1.0
Ireland,From 35 to 64 years,Males,Eritrea,1.0
Ireland,From 35 to 64 years,Males,Eswatini,1.0
Ireland,From 35 to 64 years,Males,Ethiopia,1.0
Ireland,From 35 to 64 years,Males,Georgia,0.3157894736842105
Ireland,From 35 to 64 years,Males,Ghana,0.8
Ireland,From 35 to 64 years,Males,India,0.4
Ireland,From 35 to 64 years,Males,Iran,0.8
Ireland,From 35 to 64 years,Males,Iraq,0.7142857142857143
Ireland,From 35 to 64 years,Males,Jordan,1.0
Ireland,From 35 to 64 years,Males,Kuwait,0.3333333333333333
Ireland,From 35 to 64 years,Males,Kyrgyzstan,0.0
Ireland,From 35 to 64 years,Males,Libya,1.0
Ireland,From 35 to 64 years,Males,Malawi,0.75
Ireland,From 35 to 64 years,Males,Malaysia,1.0
Ireland,From 35 to 64 years,Males,Morocco,0.3333333333333333
Ireland,From 35 to 64 years,Males,Myanmar/Burma,1.0
Ireland,From 35 to 64 years,Males,Nicaragua,1.0
Ireland,From 35 to 64 years,Males,Nigeria,0.8333333333333334
Ireland,From 35 to 64 years,Males,Pakistan,0.4791666666666667
Ireland,From 35 to 64 years,Males,Palestine*,0.8333333333333334
Ireland,From 35 to 64 years,Males,Russia,1.0
Ireland,From 35 to 64 years,Males,Somalia,0.9743589743589745
Ireland,From 35 to 64 years,Males,South Africa,0.7777777777777778
Ireland,From 35 to 64 years,Males,Sudan,0.9
Ireland,From 35 to 64 years,Males,Syria,0.9090909090909092
Ireland,From 35 to 64 years,Males,Togo,1.0
Ireland,From 35 to 64 years,Males,Total,0.6641929499072357
Ireland,From 35 to 64 years,Males,Tunisia,0.0
Ireland,From 35 to 64 years,Males,Türkiye,1.0
Ireland,From 35 to 64 years,Males,Uganda,1.0
Ireland,From 35 to 64 years,Males,Ukraine,1.0
Ireland,From 35 to 64 years,Males,Venezuela,1.0
Ireland,From 35 to 64 years,Males,Viet Nam,0.5
Ireland,From 35 to 64 years,Males,Yemen,0.75
Ireland,From 35 to 64 years,Males,Zimbabwe,0.9230769230769232
Ireland,Less than 14 years,Females,Afghanistan,1.0
Ireland,Less than 14 years,Females,Albania,0.8181818181818182
Ireland,Less than 14 years,Females,Algeria,1.0
Ireland,Less than 14 years,Females,Angola,1.0
Ireland,Less than 14 years,Females,Bangladesh,1.0
Ireland,Less than 14 years,Females,Botswana,1.0
Ireland,Less than 14 years,Females,Brazil,0.75
Ireland,Less than 14 years,Females,Cameroon,1.0
Ireland,Less than 14 years,Females,China,1.0
Ireland,Less than 14 years,Females,Democratic Republic of the Congo,1.0
Ireland,Less than 14 years,Females,Egypt,1.0
Ireland,Less than 14 years,Females,El Salvador,1.0
Ireland,Less than 14 years,Females,Eswatini,1.0
Ireland,Less than 14 years,Females,Ethiopia,1.0
Ireland,Less than 14 years,Females,Georgia,0.7333333333333333
Ireland,Less than 14 years,Females,Ghana,1.0
Ireland,Less than 14 years,Females,Iraq,1.0
Ireland,Less than 14 years,Females,Jordan,1.0
Ireland,Less than 14 years,Females,Kenya,1.0
Ireland,Less than 14 years,Females,Kosovo*,1.0
Ireland,Less than 14 years,Females,Malawi,1.0
Ireland,Less than 14 years,Females,Mongolia,1.0
Ireland,Less than 14 years,Females,Morocco,1.0
Ireland,Less than 14 years,Females,Nicaragua,1.0
Ireland,Less than 14 years,Females,Nigeria,0.88
Ireland,Less than 14 years,Females,Pakistan,1.0
Ireland,Less than 14 years,Females,Palestine*,1.0
Ireland,Less than 14 years,Females,Russia,1.0
Ireland,Less than 14 years,Females,Sierra Leone,1.0
Ireland,Less than 14 years,Females,Somalia,0.95
Ireland,Less than 14 years,Females,South Africa,0.9411764705882352
Ireland,Less than 14 years,Females,Sudan,1.0
Ireland,Less than 14 years,Females,Syria,0.8571428571428571
Ireland,Less than 14 years,Females,Total,0.8987341772151899
Ireland,Less than 14 years,Females,Ukraine,1.0
Ireland,Less than 14 years,Females,Venezuela,1.0
Ireland,Less than 14 years,Females,Yemen,1.0
Ireland,Less than 14 years,Females,Zimbabwe,0.88
Ireland,Less than 14 years,Males,Afghanistan,0.7777777777777778
Ireland,Less than 14 years,Males,Albania,0.8461538461538461
Ireland,Less than 14 years,Males,Algeria,1.0
Ireland,Less than 14 years,Males,Angola,1.0
Ireland,Less than 14 years,Males,Bangladesh,0.7777777777777778
Ireland,Less than 14 years,Males,Bolivia,1.0
Ireland,Less than 14 years,Males,Botswana,1.0
Ireland,Less than 14 years,Males,Brazil,0.8333333333333334
Ireland,Less than 14 years,Males,Cameroon,1.0
Ireland,Less than 14 years,Males,Democratic Republic of the Congo,1.0
Ireland,Less than 14 years,Males,El Salvador,1.0
Ireland,Less than 14 years,Males,Ethiopia,1.0
Ireland,Less than 14 years,Males,Georgia,0.6875
Ireland,Less than 14 years,Males,Ghana,1.0
Ireland,Less than 14 years,Males,India,1.0
Ireland,Less than 14 years,Males,Iraq,0.6666666666666666
Ireland,Less than 14 years,Males,Jordan,1.0
Ireland,Less than 14 years,Males,Kosovo*,1.0
Ireland,Less than 14 years,Males,Libya,1.0
Ireland,Less than 14 years,Males,Malawi,1.0
Ireland,Less than 14 years,Males,Morocco,0.5
Ireland,Less than 14 years,Males,Nicaragua,1.0
Ireland,Less than 14 years,Males,Nigeria,0.86
Ireland,Less than 14 years,Males,Pakistan,1.0
Ireland,Less than 14 years,Males,Palestine*,1.0
Ireland,Less than 14 years,Males,Sierra Leone,1.0
Ireland,Less than 14 years,Males,Somalia,1.0
Ireland,Less than 14 years,Males,South Africa,0.8666666666666667
Ireland,Less than 14 years,Males,Sri Lanka,1.0
Ireland,Less than 14 years,Males,Sudan,1.0
Ireland,Less than 14 years,Males,Syria,0.8
Ireland,Less than 14 years,Males,Total,0.8901960784313725
Ireland,Less than 14 years,Males,Uganda,1.0
Ireland,Less than 14 years,Males,Ukraine,1.0
Ireland,Less than 14 years,Males,Zimbabwe,0.9166666666666666
Ireland,Less than 18 years,Females,Afghanistan,0.8181818181818182
Ireland,Less than 18 years,Females,Albania,0.8181818181818182
Ireland,Less than 18 years,Females,Algeria,1.0
Ireland,Less than 18 years,Females,Angola,1.0
Ireland,Less than 18 years,Females,Bangladesh,1.0
Ireland,Less than 18 years,Females,Botswana,0.8
Ireland,Less than 18 years,Females,Brazil,0.8
Ireland,Less than 18 years,Females,Cameroon,1.0
Ireland,Less than 18 years,Females,China,1.0
Ireland,Less than 18 years,Females,Democratic Republic of the Congo,1.0
Ireland,Less than 18 years,Females,Egypt,1.0
Ireland,Less than 18 years,Females,El Salvador,1.0
Ireland,Less than 18 years,Females,Eswatini,1.0
Ireland,Less than 18 years,Females,Ethiopia,1.0
Ireland,Less than 18 years,Females,Georgia,0.7619047619047619
Ireland,Less than 18 years,Females,Ghana,1.0
Ireland,Less than 18 years,Females,India,1.0
Ireland,Less than 18 years,Females,Iraq,0.6666666666666666
Ireland,Less than 18 years,Females,Jordan,1.0
Ireland,Less than 18 years,Females,Kenya,1.0
Ireland,Less than 18 years,Females,Kosovo*,1.0
Ireland,Less than 18 years,Females,Malawi,1.0
Ireland,Less than 18 years,Females,Mexico,1.0
Ireland,Less than 18 years,Females,Mongolia,1.0
